iter	Logloss
235	0.4744199979
236	0.474196878
237	0.4738426086
238	0.4735207635
239	0.4732378777
240	0.4729825734
241	0.4725905239
242	0.4723317497
243	0.4721042333
244	0.4717695234
245	0.47111217
246	0.4710026905
247	0.4705707277
248	0.4704723702
249	0.4701466814
250	0.4697898923
251	0.4690794554
252	0.4689187259
253	0.4683823971
254	0.4681481255
255	0.4679236557
256	0.4675094584
257	0.4674306733
258	0.4670294345
259	0.4666527585
260	0.4664257296
261	0.4661091297
262	0.4656486725
263	0.4652742192
264	0.4646376961
265	0.4641896147
266	0.4638653324
267	0.4634316743
268	0.4631912694
269	0.4628934183
270	0.4627117277
271	0.4622735964
272	0.461961033
273	0.4617415776
274	0.4612595092
275	0.4609435021
276	0.4604389684
277	0.4600837068
278	0.4597417443
279	0.4592889395
280	0.4591193274
281	0.4589205753
282	0.4586045988
283	0.458439965
284	0.4583084704
285	0.4578926846
286	0.4577044065
287	0.4575205389
288	0.4573713207
289	0.4571318444
290	0.4563272141
291	0.4561240836
292	0.4557632173
293	0.4553148186
294	0.4550009882
295	0.4542372626
296	0.4539337995
297	0.4538120192
298	0.4533045951
299	0.4528748152
300	0.4527267012
301	0.4525615742
302	0.452123324
303	0.4517830938
304	0.451600586
305	0.4514056234
306	0.4512317682
307	0.4510426073
308	0.4506565884
309	0.450422787
310	0.4500974714
311	0.4497728523
312	0.449671274
313	0.449523318
314	0.4489287943
315	0.448548746
316	0.4481801099
317	0.4474697602
318	0.4472381472
319	0.4468906679
320	0.4465114111
321	0.4462710488
322	0.4460412135
323	0.445807816
324	0.4452717428
325	0.4450427853
326	0.444883688
327	0.4445588615
328	0.4442264283
329	0.4439669516
330	0.4436199761
331	0.4432931653
332	0.4431203032
333	0.4429146922
334	0.4423275233
335	0.4421054389
336	0.4417981405
337	0.441429452
338	0.4410717434
339	0.4405021615
340	0.4403359845
341	0.4401514785
342	0.4397460217
343	0.4395129723
344	0.4391702602
345	0.4387853283
346	0.43874692
347	0.4384899813
348	0.4383325025
349	0.43806615
350	0.4378970073
351	0.4377758613
352	0.4372982694
353	0.437023805
354	0.4367433674
355	0.436616307
356	0.4364005448
357	0.436324246
358	0.4361703896
359	0.4359211032
360	0.4358423562
361	0.4356279515
362	0.4353420613
363	0.4347377166
364	0.4345338979
365	0.4341966549
366	0.4340385748
367	0.4338655061
368	0.4335481139
369	0.433413539
370	0.433312597
371	0.4330813334
372	0.4328341617
373	0.4323983767
374	0.4319481249
375	0.4317405935
376	0.4316426992
377	0.4311677324
378	0.4307936484
379	0.4306174924
380	0.4302943062
381	0.4300294699
382	0.4296551283
383	0.4292129612
384	0.429000241
385	0.4287069504
386	0.4285611751
387	0.4282294481
388	0.4279561315
389	0.4275956488
390	0.4274356525
391	0.4272185316
392	0.4270011
393	0.4268847914
394	0.4268102674
395	0.4265603969
396	0.4262979
397	0.4261163813
398	0.425911924
399	0.425713774
400	0.4250070324
401	0.4248040561
402	0.4244759938
403	0.424227098
404	0.4240371252
405	0.4236308173
406	0.4234013612
407	0.4231187548
408	0.4229752433
409	0.4226842584
410	0.4225036107
411	0.4223120869
412	0.4221396517
413	0.4218885748
414	0.4216088351
415	0.4214880272
416	0.4213588553
417	0.4211033147
418	0.420862495
419	0.4204988009
420	0.4203323346
421	0.4202757585
422	0.4199678116
423	0.4198412565
424	0.4196498334
425	0.4195459572
426	0.4193256763
427	0.4188120955
428	0.4183370506
429	0.4181876487
430	0.4179356363
431	0.4175797513
432	0.4174944641
433	0.4170633191
434	0.4168266416
435	0.4166818013
436	0.4163756808
437	0.4160878784
438	0.4158807339
439	0.4156557221
440	0.4153830035
441	0.415338301
442	0.4148546947
443	0.4147468273
444	0.4146372705
445	0.4144005137
446	0.4141008059
447	0.4139773905
448	0.4137822256
449	0.413580554
450	0.4132162432
451	0.4130681049
452	0.4129609429
453	0.4127470312
454	0.41250629
455	0.4124324345
456	0.4122437889
457	0.4121373971
458	0.4119356539
459	0.4118585257
460	0.4114996406
461	0.4112757816
462	0.4111296955
463	0.4108307514
464	0.4105579397
465	0.4102619314
466	0.4100395105
467	0.4098123204
468	0.4094488224
469	0.409277759
470	0.4090726585
471	0.4089393384
472	0.4087805255
473	0.4086804424
474	0.4084199492
475	0.4082771255
476	0.4080138968
477	0.4076882238
478	0.4074426513
479	0.4073465909
480	0.407269836
481	0.4070950808
482	0.4068280927
483	0.406690741
484	0.4064556431
485	0.40616642
486	0.406038649
487	0.4059517261
488	0.4056997202
489	0.4053640887
490	0.4050388282
491	0.4048211943
492	0.4047534249
493	0.4045632893
494	0.4043968747
495	0.4042477713
496	0.4039794787
497	0.4038077479
498	0.403681503
499	0.4032307161
0.3867419868
5125
68895976

